Run,study_accession
SRR17745574,SRP356703
SRR17745573,SRP356703
SRR17745572,SRP356703
SRR17745571,SRP356703
SRR17745570,SRP356703
SRR17745569,SRP356703
SRR17745568,SRP356703
SRR17745567,SRP356703
SRR17745566,SRP356703
SRR17745565,SRP356703
SRR17745564,SRP356703
SRR17745563,SRP356703
SRR17745562,SRP356703
SRR17745561,SRP356703
SRR17745560,SRP356703
SRR17745559,SRP356703
SRR17745558,SRP356703
SRR17745557,SRP356703
SRR17745556,SRP356703
SRR17745555,SRP356703
SRR17745554,SRP356703
SRR17745553,SRP356703
SRR21831674,SRP401351
SRR21831673,SRP401351
SRR21831672,SRP401351
SRR21831671,SRP401351
SRR21831670,SRP401351
SRR21831669,SRP401351
SRR21831650,SRP401359
SRR21831649,SRP401359
SRR21831648,SRP401359
SRR21831647,SRP401359
SRR21831645,SRP401359
SRR21831646,SRP401359
SRR21758110,SRP400309
SRR21758109,SRP400309
SRR21758108,SRP400309
SRR21758107,SRP400309
SRR21758106,SRP400309
SRR21758105,SRP400309
SRR17529063,SRP354242
SRR17529062,SRP354242
SRR17529061,SRP354242
SRR17529060,SRP354242
SRR17529059,SRP354242
SRR17529058,SRP354242
SRR21617361,SRP397864
SRR21617360,SRP397864
SRR21617359,SRP397864
SRR21617358,SRP397864
SRR21617357,SRP397864
SRR21617356,SRP397864
SRR21617355,SRP397864
SRR21617354,SRP397864
SRR21617353,SRP397864
SRR21617352,SRP397864
SRR21526558,SRP396641
SRR21526557,SRP396641
SRR21526556,SRP396641
SRR21526555,SRP396641
SRR21526554,SRP396641
SRR21526553,SRP396641
SRR21526552,SRP396641
SRR21526551,SRP396641
SRR21526550,SRP396641
SRR21526549,SRP396641
SRR21526548,SRP396641
SRR21526547,SRP396641
SRR21518686,SRP396553
SRR21518685,SRP396553
SRR21518684,SRP396553
SRR21518683,SRP396553
SRR21518682,SRP396553
SRR21518681,SRP396553
SRR21518680,SRP396553
SRR21518679,SRP396553
SRR21518678,SRP396553
SRR21518677,SRP396553
SRR21518676,SRP396553
SRR21518675,SRP396553
SRR21518674,SRP396553
SRR21518673,SRP396553
SRR21518672,SRP396553
SRR21518671,SRP396553
SRR21518670,SRP396553
SRR21518669,SRP396553
SRR21518668,SRP396553
SRR21518667,SRP396553
SRR21518666,SRP396553
SRR21518665,SRP396553
SRR21518664,SRP396553
SRR21518663,SRP396553
SRR21518662,SRP396553
SRR21518661,SRP396553
SRR21518660,SRP396553
SRR21518659,SRP396553
SRR21518658,SRP396553
SRR21518657,SRP396553
SRR21518656,SRP396553
SRR21518655,SRP396553
SRR21307358,SRP394769
SRR21307357,SRP394769
SRR21307356,SRP394769
SRR21307355,SRP394769
SRR21307354,SRP394769
SRR21307353,SRP394769
SRR21307352,SRP394769
SRR21307351,SRP394769
SRR21307350,SRP394769
SRR21307349,SRP394769
SRR21307348,SRP394769
SRR21307347,SRP394769
SRR21307346,SRP394769
SRR21307345,SRP394769
SRR21307344,SRP394769
SRR21307343,SRP394769
SRR21307342,SRP394769
SRR21307341,SRP394769
SRR21307340,SRP394769
SRR21307336,SRP394769
SRR21307337,SRP394769
SRR21307335,SRP394769
SRR21307338,SRP394769
SRR21307334,SRP394769
SRR21307339,SRP394769
SRR21307333,SRP394769
SRR21307332,SRP394769
SRR21307331,SRP394769
SRR21307330,SRP394769
SRR21307329,SRP394769
SRR21307328,SRP394769
SRR21307327,SRP394769
SRR21307381,SRP394769
SRR21307377,SRP394769
SRR21307376,SRP394769
SRR21307375,SRP394769
SRR21307374,SRP394769
SRR21307373,SRP394769
SRR21307372,SRP394769
SRR21307371,SRP394769
SRR21307370,SRP394769
SRR21307369,SRP394769
SRR21307368,SRP394769
SRR21307367,SRP394769
SRR21307366,SRP394769
SRR21307365,SRP394769
SRR21307364,SRP394769
SRR21307363,SRP394769
SRR21307362,SRP394769
SRR21307361,SRP394769
SRR21307360,SRP394769
SRR21307359,SRP394769
SRR21307326,SRP394769
SRR21307325,SRP394769
SRR21307324,SRP394769
SRR21307323,SRP394769
SRR21307322,SRP394769
SRR21307321,SRP394769
SRR21307320,SRP394769
SRR21307319,SRP394769
SRR21307398,SRP394769
SRR21307397,SRP394769
SRR21307396,SRP394769
SRR21307395,SRP394769
SRR21307394,SRP394769
SRR21307393,SRP394769
SRR21307392,SRP394769
SRR21307391,SRP394769
SRR21307390,SRP394769
SRR21307389,SRP394769
SRR21307388,SRP394769
SRR21307387,SRP394769
SRR21307386,SRP394769
SRR21307385,SRP394769
SRR21307384,SRP394769
SRR21307383,SRP394769
SRR21307382,SRP394769
SRR21307380,SRP394769
SRR21307379,SRP394769
SRR21307378,SRP394769
SRR17017807,SRP347444
SRR17017806,SRP347444
SRR17017805,SRP347444
SRR17017814,SRP347444
SRR17017813,SRP347444
SRR17017812,SRP347444
SRR17017811,SRP347444
SRR17017810,SRP347444
SRR17017809,SRP347444
SRR17017808,SRP347444
SRR17282632,SRP351706
SRR17282633,SRP351706
SRR17282630,SRP351706
SRR17282631,SRP351706
SRR17282628,SRP351706
SRR17282629,SRP351706
SRR17282626,SRP351706
SRR17282627,SRP351706
SRR17282624,SRP351706
SRR17282625,SRP351706
SRR17282622,SRP351706
SRR17282623,SRP351706
SRR17282620,SRP351706
SRR17282621,SRP351706
SRR17282616,SRP351706
SRR17282617,SRP351706
SRR17282618,SRP351706
SRR17282619,SRP351706
SRR17282614,SRP351706
SRR17282615,SRP351706
SRR17282612,SRP351706
SRR17282613,SRP351706
SRR17282610,SRP351706
SRR17282611,SRP351706
SRR17282608,SRP351706
SRR17282609,SRP351706
SRR17282606,SRP351706
SRR17282607,SRP351706
SRR17282604,SRP351706
SRR17282605,SRP351706
SRR17282602,SRP351706
SRR17282603,SRP351706
SRR17282600,SRP351706
SRR17282601,SRP351706
SRR17282598,SRP351706
SRR17282599,SRP351706
SRR15711649,SRP335511
SRR15711650,SRP335511
SRR15711651,SRP335511
SRR15711652,SRP335511
SRR13777259,SRP307942
SRR13777260,SRP307942
SRR13777261,SRP307942
SRR13777262,SRP307942
SRR13777245,SRP307940
SRR13777243,SRP307940
SRR13777244,SRP307940
SRR13777246,SRP307940
SRR13777247,SRP307940
SRR13777249,SRP307940
SRR13777250,SRP307940
SRR13777248,SRP307940
SRR13777251,SRP307940
SRR13777252,SRP307940
SRR21315365,SRP394857
SRR21315366,SRP394857
SRR21315367,SRP394857
SRR21315368,SRP394857
SRR21315369,SRP394857
SRR21315370,SRP394857
SRR21315371,SRP394857
SRR21315372,SRP394857
SRR21315357,SRP394857
SRR21315358,SRP394857
SRR21315359,SRP394857
SRR21315360,SRP394857
SRR21315361,SRP394857
SRR21315362,SRP394857
SRR21315363,SRP394857
SRR21315364,SRP394857
SRR21315347,SRP394857
SRR21315348,SRP394857
SRR21315349,SRP394857
SRR21315350,SRP394857
SRR21315351,SRP394857
SRR21315352,SRP394857
SRR21315353,SRP394857
SRR21315354,SRP394857
SRR21315355,SRP394857
SRR21315356,SRP394857
SRR21315259,SRP394857
SRR21315260,SRP394857
SRR21315261,SRP394857
SRR21315262,SRP394857
SRR21315263,SRP394857
SRR21315264,SRP394857
SRR21315339,SRP394857
SRR21315340,SRP394857
SRR21315341,SRP394857
SRR21315342,SRP394857
SRR21315343,SRP394857
SRR21315344,SRP394857
SRR21315345,SRP394857
SRR21315346,SRP394857
SRR21315331,SRP394857
SRR21315332,SRP394857
SRR21315333,SRP394857
SRR21315334,SRP394857
SRR21315335,SRP394857
SRR21315336,SRP394857
SRR21315337,SRP394857
SRR21315338,SRP394857
SRR21315323,SRP394857
SRR21315324,SRP394857
SRR21315325,SRP394857
SRR21315326,SRP394857
SRR21315327,SRP394857
SRR21315328,SRP394857
SRR21315329,SRP394857
SRR21315330,SRP394857
SRR21315315,SRP394857
SRR21315316,SRP394857
SRR21315317,SRP394857
SRR21315318,SRP394857
SRR21315319,SRP394857
SRR21315320,SRP394857
SRR21315321,SRP394857
SRR21315322,SRP394857
SRR21315307,SRP394857
SRR21315308,SRP394857
SRR21315309,SRP394857
SRR21315310,SRP394857
SRR21315311,SRP394857
SRR21315312,SRP394857
SRR21315313,SRP394857
SRR21315314,SRP394857
SRR21315299,SRP394857
SRR21315300,SRP394857
SRR21315301,SRP394857
SRR21315302,SRP394857
SRR21315303,SRP394857
SRR21315304,SRP394857
SRR21315305,SRP394857
SRR21315306,SRP394857
SRR21315291,SRP394857
SRR21315292,SRP394857
SRR21315293,SRP394857
SRR21315294,SRP394857
SRR21315295,SRP394857
SRR21315296,SRP394857
SRR21315297,SRP394857
SRR21315298,SRP394857
SRR21315283,SRP394857
SRR21315284,SRP394857
SRR21315285,SRP394857
SRR21315286,SRP394857
SRR21315287,SRP394857
SRR21315288,SRP394857
SRR21315289,SRP394857
SRR21315290,SRP394857
SRR21315275,SRP394857
SRR21315276,SRP394857
SRR21315277,SRP394857
SRR21315278,SRP394857
SRR21315279,SRP394857
SRR21315280,SRP394857
SRR21315281,SRP394857
SRR21315282,SRP394857
SRR21315265,SRP394857
SRR21315266,SRP394857
SRR21315267,SRP394857
SRR21315268,SRP394857
SRR21315269,SRP394857
SRR21315270,SRP394857
SRR21315271,SRP394857
SRR21315272,SRP394857
SRR21315273,SRP394857
SRR21315274,SRP394857
SRR21315253,SRP394857
SRR21315254,SRP394857
SRR21315255,SRP394857
SRR21315256,SRP394857
SRR21315257,SRP394857
SRR21315258,SRP394857
SRR21315245,SRP394857
SRR21315246,SRP394857
SRR21315247,SRP394857
SRR21315248,SRP394857
SRR21315249,SRP394857
SRR21315250,SRP394857
SRR21315251,SRP394857
SRR21315252,SRP394857
SRR21208360,SRP394103
SRR21208359,SRP394103
SRR21208358,SRP394103
SRR21208357,SRP394103
SRR21208356,SRP394103
SRR19387527,SRP376900
SRR19387526,SRP376900
SRR19387525,SRP376900
SRR19387524,SRP376900
SRR19387523,SRP376900
SRR19387522,SRP376900
SRR15831084,SRP336372
SRR15831085,SRP336372
SRR15831086,SRP336372
SRR15831087,SRP336372
SRR15831088,SRP336372
SRR15831089,SRP336372
SRR15831090,SRP336372
SRR15831091,SRP336372
SRR15831092,SRP336372
SRR15831093,SRP336372
SRR15831094,SRP336372
SRR15831095,SRP336372
SRR15831096,SRP336372
SRR15831097,SRP336372
SRR15831098,SRP336372
SRR15831099,SRP336372
SRR15831100,SRP336372
SRR15831101,SRP336372
SRR15831102,SRP336372
SRR15831103,SRP336372
SRR15831104,SRP336372
SRR15831105,SRP336372
SRR15831106,SRP336372
SRR15831107,SRP336372
SRR15831108,SRP336372
SRR15831109,SRP336372
SRR15831110,SRP336372
SRR15831111,SRP336372
SRR15831112,SRP336372
SRR15831113,SRP336372
SRR15831114,SRP336372
SRR15831115,SRP336372
SRR15831116,SRP336372
SRR15831117,SRP336372
SRR15831118,SRP336372
SRR15831119,SRP336372
SRR15831120,SRP336372
SRR15831121,SRP336372
SRR15831122,SRP336372
SRR15831123,SRP336372
SRR15831124,SRP336372
SRR15831125,SRP336372
SRR15831126,SRP336372
SRR15831127,SRP336372
SRR15831128,SRP336372
SRR15831129,SRP336372
SRR15831130,SRP336372
SRR15831131,SRP336372
SRR15831132,SRP336372
SRR15831133,SRP336372
SRR15831134,SRP336372
SRR15831135,SRP336372
SRR15831136,SRP336372
SRR15831137,SRP336372
SRR15831138,SRP336372
SRR15831139,SRP336372
SRR14240233,SRP314872
SRR14240234,SRP314872
SRR14240235,SRP314872
SRR14240236,SRP314872
SRR14240237,SRP314872
SRR14240238,SRP314872
SRR21228033,SRP394254
SRR21228024,SRP394254
SRR21228035,SRP394254
SRR21228036,SRP394254
SRR21228037,SRP394254
SRR21228038,SRP394254
SRR21228027,SRP394254
SRR21228025,SRP394254
SRR21228026,SRP394254
SRR21228028,SRP394254
SRR21228030,SRP394254
SRR21228029,SRP394254
SRR21228032,SRP394254
SRR21228034,SRP394254
SRR21228031,SRP394254
SRR21228020,SRP394254
SRR21228021,SRP394254
SRR21228022,SRP394254
SRR21228023,SRP394254
SRR21228018,SRP394254
SRR21228019,SRP394254
SRR20018675,SRP385293
SRR20018674,SRP385293
SRR20018673,SRP385293
SRR20018672,SRP385293
SRR20018671,SRP385293
SRR20018670,SRP385293
SRR17259773,SRP351293
SRR17259774,SRP351293
SRR17259775,SRP351293
SRR17259776,SRP351293
SRR17259777,SRP351293
SRR17259778,SRP351293
SRR15657169,SRP334492
SRR15657171,SRP334492
SRR15657170,SRP334492
SRR15657172,SRP334492
SRR15657173,SRP334492
SRR15657174,SRP334492
SRR15657162,SRP334491
SRR15657163,SRP334491
SRR15657164,SRP334491
SRR15657165,SRP334491
SRR15657166,SRP334491
SRR15657167,SRP334491
SRR21140659,SRP393052
SRR21140658,SRP393052
SRR21140657,SRP393052
SRR21140656,SRP393052
SRR21140655,SRP393052
SRR21140654,SRP393052
SRR21218378,SRP394145
SRR21218377,SRP394145
SRR21218374,SRP394145
SRR21218373,SRP394145
SRR21218375,SRP394145
SRR21218372,SRP394145
SRR21218376,SRP394145
SRR21218371,SRP394145
SRR21119115,SRP392826
SRR21119114,SRP392826
SRR21119113,SRP392826
SRR21119112,SRP392826
SRR16490789,SRP342165
SRR16490790,SRP342165
SRR16490791,SRP342165
SRR16490792,SRP342165
SRR16490785,SRP342165
SRR16490786,SRP342165
SRR16490787,SRP342165
SRR16490788,SRP342165
SRR14935604,SRP325962
SRR14935605,SRP325962
SRR14935606,SRP325962
SRR14935607,SRP325962
SRR19978695,SRP384922
SRR19978694,SRP384922
SRR19978693,SRP384922
SRR19978692,SRP384922
SRR19978691,SRP384922
SRR19978690,SRP384922
SRR19764264,SRP382904
SRR19764263,SRP382904
SRR19764262,SRP382904
SRR19764261,SRP382904
SRR19764260,SRP382904
SRR19764259,SRP382904
SRR19764258,SRP382904
SRR19764257,SRP382904
SRR19764256,SRP382904
SRR19764255,SRP382904
SRR19764254,SRP382904
SRR19764253,SRP382904
SRR19764252,SRP382904
SRR19764251,SRP382904
SRR19764250,SRP382904
SRR19764249,SRP382904
SRR19764248,SRP382904
SRR19764247,SRP382904
SRR19764246,SRP382904
SRR19764245,SRP382904
SRR19764244,SRP382904
SRR19572327,SRP378897
SRR19572328,SRP378897
SRR19572326,SRP378897
SRR19572325,SRP378897
SRR19572324,SRP378897
SRR20958398,SRP390403
SRR20958399,SRP390403
SRR20958396,SRP390403
SRR20958397,SRP390403
SRR20958394,SRP390403
SRR20958395,SRP390403
SRR20958392,SRP390403
SRR20958393,SRP390403
SRR20958390,SRP390403
SRR20958391,SRP390403
SRR20958388,SRP390403
SRR20958389,SRP390403
SRR18049406,SRP360102
SRR18049407,SRP360102
SRR18049408,SRP360102
SRR18049409,SRP360102
SRR18049402,SRP360102
SRR18049403,SRP360102
SRR18049404,SRP360102
SRR18049405,SRP360102
SRR20869121,SRP390172
SRR20869120,SRP390172
SRR20869119,SRP390172
SRR20869118,SRP390172
SRR20869117,SRP390172
SRR20869116,SRP390172
SRR20869115,SRP390172
SRR20869114,SRP390172
SRR20869113,SRP390172
SRR20869112,SRP390172
SRR20869111,SRP390172
SRR20869110,SRP390172
SRR20869109,SRP390172
SRR20869108,SRP390172
SRR20869107,SRP390172
SRR20869106,SRP390172
SRR20869105,SRP390172
SRR20869104,SRP390172
SRR20869103,SRP390172
SRR20869102,SRP390172
SRR20869101,SRP390172
SRR20869100,SRP390172
SRR20869099,SRP390172
SRR20869098,SRP390172
SRR20869097,SRP390172
SRR20869096,SRP390172
SRR20869095,SRP390172
SRR20869094,SRP390172
SRR20869093,SRP390172
SRR20869092,SRP390172
SRR20869091,SRP390172
SRR20869090,SRP390172
SRR20869089,SRP390172
SRR20869088,SRP390172
SRR20869087,SRP390172
SRR20869086,SRP390172
SRR20869085,SRP390172
SRR20869084,SRP390172
SRR20869083,SRP390172
SRR20869082,SRP390172
SRR20869081,SRP390172
SRR20869080,SRP390172
SRR20869079,SRP390172
SRR20869078,SRP390172
SRR20869077,SRP390172
SRR20869076,SRP390172
SRR20869075,SRP390172
SRR20869074,SRP390172
SRR20869073,SRP390172
SRR19155606,SRP374541
SRR19155608,SRP374541
SRR19155607,SRP374541
SRR19155609,SRP374541
SRR19155610,SRP374541
SRR19155611,SRP374541
SRR19155612,SRP374541
SRR19155613,SRP374541
SRR19155614,SRP374541
SRR19155615,SRP374541
SRR19155616,SRP374541
SRR19155617,SRP374541
SRR19155618,SRP374541
SRR19155619,SRP374541
SRR19155620,SRP374541
SRR19155621,SRP374541
SRR19155622,SRP374541
SRR19155623,SRP374541
SRR19155624,SRP374541
SRR19155625,SRP374541
SRR19155626,SRP374541
SRR19155627,SRP374541
SRR19155628,SRP374541
SRR19155629,SRP374541
SRR19155630,SRP374541
SRR19155631,SRP374541
SRR19155632,SRP374541
SRR19155633,SRP374541
SRR19155634,SRP374541
SRR19155635,SRP374541
SRR19155636,SRP374541
SRR19155637,SRP374541
SRR19155638,SRP374541
SRR19155639,SRP374541
SRR19155640,SRP374541
SRR19155641,SRP374541
SRR19155642,SRP374541
SRR19155643,SRP374541
SRR19155644,SRP374541
SRR19155645,SRP374541
SRR19155646,SRP374541
SRR19155647,SRP374541
SRR19155648,SRP374541
SRR19155649,SRP374541
SRR19155650,SRP374541
SRR19155651,SRP374541
SRR19155652,SRP374541
SRR19155653,SRP374541
SRR19155654,SRP374541
SRR19155655,SRP374541
SRR19155656,SRP374541
SRR19155657,SRP374541
SRR19155658,SRP374541
SRR19155659,SRP374541
SRR19155660,SRP374541
SRR19155661,SRP374541
SRR19155662,SRP374541
SRR19155663,SRP374541
SRR19155664,SRP374541
SRR19155665,SRP374541
SRR19155666,SRP374541
SRR19155667,SRP374541
SRR19155668,SRP374541
SRR19155669,SRP374541
SRR19155670,SRP374541
SRR19155671,SRP374541
SRR19155672,SRP374541
SRR19155673,SRP374541
SRR19155674,SRP374541
SRR19155675,SRP374541
SRR19155676,SRP374541
SRR19155677,SRP374541
SRR19155678,SRP374541
SRR19155679,SRP374541
SRR19155680,SRP374541
SRR19155681,SRP374541
SRR19155682,SRP374541
SRR19155683,SRP374541
SRR19155684,SRP374541
SRR19155685,SRP374541
SRR19155686,SRP374541
SRR19155687,SRP374541
SRR19155688,SRP374541
SRR19155689,SRP374541
SRR19155690,SRP374541
SRR19155691,SRP374541
SRR19155692,SRP374541
SRR19155693,SRP374541
SRR19155694,SRP374541
SRR19155695,SRP374541
SRR19155696,SRP374541
SRR19155697,SRP374541
SRR19155698,SRP374541
SRR19155699,SRP374541
SRR19155700,SRP374541
SRR19155701,SRP374541
SRR19155702,SRP374541
SRR19155703,SRP374541
SRR19155704,SRP374541
SRR19155705,SRP374541
SRR19155706,SRP374541
SRR19155707,SRP374541
SRR19155708,SRP374541
SRR19155709,SRP374541
SRR19155710,SRP374541
SRR19155711,SRP374541
SRR19155712,SRP374541
SRR19155713,SRP374541
SRR19155714,SRP374541
SRR19155715,SRP374541
SRR19155716,SRP374541
SRR19155717,SRP374541
SRR19155718,SRP374541
SRR19155719,SRP374541
SRR19155720,SRP374541
SRR19155721,SRP374541
SRR19155722,SRP374541
SRR19155723,SRP374541
SRR19155724,SRP374541
SRR19155725,SRP374541
SRR19155726,SRP374541
SRR19155727,SRP374541
SRR19155728,SRP374541
SRR19155729,SRP374541
SRR19155730,SRP374541
SRR19155731,SRP374541
SRR19155732,SRP374541
SRR19155733,SRP374541
SRR19155734,SRP374541
SRR19155735,SRP374541
SRR19155736,SRP374541
SRR19155737,SRP374541
SRR19155738,SRP374541
SRR19155739,SRP374541
SRR19155740,SRP374541
SRR19155741,SRP374541
SRR19155742,SRP374541
SRR19155743,SRP374541
SRR19155744,SRP374541
SRR19155745,SRP374541
SRR19155746,SRP374541
SRR19155747,SRP374541
SRR19155748,SRP374541
SRR19155749,SRP374541
SRR19155750,SRP374541
SRR19155751,SRP374541
SRR19155752,SRP374541
SRR19155753,SRP374541
SRR19155754,SRP374541
SRR19155755,SRP374541
SRR19155756,SRP374541
SRR19155757,SRP374541
SRR19155758,SRP374541
SRR19155759,SRP374541
SRR19155760,SRP374541
SRR19155761,SRP374541
SRR19155762,SRP374541
SRR19155763,SRP374541
SRR19155764,SRP374541
SRR19155765,SRP374541
SRR19155766,SRP374541
SRR19155767,SRP374541
SRR19155768,SRP374541
SRR19155769,SRP374541
SRR19155770,SRP374541
SRR19155771,SRP374541
SRR19155772,SRP374541
SRR19155773,SRP374541
SRR19155774,SRP374541
SRR19155775,SRP374541
SRR19155776,SRP374541
SRR19155777,SRP374541
SRR19155778,SRP374541
SRR19155779,SRP374541
SRR19155780,SRP374541
SRR19155781,SRP374541
SRR19155782,SRP374541
SRR19155783,SRP374541
SRR19155784,SRP374541
SRR19155785,SRP374541
SRR19155786,SRP374541
SRR19155787,SRP374541
SRR19155788,SRP374541
SRR19155789,SRP374541
SRR19155790,SRP374541
SRR19155791,SRP374541
SRR19155792,SRP374541
SRR19155793,SRP374541
SRR19155794,SRP374541
SRR19155795,SRP374541
SRR19155796,SRP374541
SRR19155797,SRP374541
SRR19155798,SRP374541
SRR19155799,SRP374541
SRR19155800,SRP374541
SRR19155801,SRP374541
SRR19155802,SRP374541
SRR19155803,SRP374541
SRR19155804,SRP374541
SRR19155805,SRP374541
SRR19155806,SRP374541
SRR19155807,SRP374541
SRR19155808,SRP374541
SRR19155809,SRP374541
SRR19155810,SRP374541
SRR19155811,SRP374541
SRR19155812,SRP374541
SRR19155813,SRP374541
SRR19155814,SRP374541
SRR19155815,SRP374541
SRR19155816,SRP374541
SRR19155817,SRP374541
SRR19155818,SRP374541
SRR19155819,SRP374541
SRR19155820,SRP374541
SRR19155821,SRP374541
SRR19155822,SRP374541
SRR19155823,SRP374541
SRR19155824,SRP374541
SRR19155825,SRP374541
SRR19155826,SRP374541
SRR19155827,SRP374541
SRR19094454,SRP373785
SRR19094455,SRP373785
SRR19094456,SRP373785
SRR19094457,SRP373785
SRR15600902,SRP333957
SRR15600903,SRP333957
SRR15600904,SRP333957
SRR15600905,SRP333957
SRR15600906,SRP333957
SRR15600907,SRP333957
SRR15600908,SRP333957
SRR15600909,SRP333957
SRR15600910,SRP333957
SRR15600911,SRP333957
SRR15600912,SRP333957
SRR15600913,SRP333957
SRR15600914,SRP333957
SRR15600915,SRP333957
SRR15600916,SRP333957
SRR15600917,SRP333957
SRR15600918,SRP333957
SRR15600919,SRP333957
SRR15600920,SRP333957
SRR15600921,SRP333957
SRR15600922,SRP333957
SRR15600923,SRP333957
SRR15600924,SRP333957
SRR23490198,SRP333957
SRR15600926,SRP333957
SRR15600927,SRP333957
SRR23490182,SRP333957
SRR23490199,SRP333957
SRR23490200,SRP333957
SRR15600931,SRP333957
SRR15600932,SRP333957
SRR15600933,SRP333957
SRR15600934,SRP333957
SRR15600935,SRP333957
