Run,study_accession
SRR8106444,SRP166782
SRR8106445,SRP166782
SRR8106446,SRP166782
SRR8106447,SRP166782
SRR8106448,SRP166782
SRR8106449,SRP166782
SRR8106450,SRP166782
SRR8106451,SRP166782
SRR8106452,SRP166782
SRR8106453,SRP166782
SRR8106454,SRP166782
SRR8106455,SRP166782
SRR8106456,SRP166782
SRR8106457,SRP166782
SRR8106458,SRP166782
SRR8106459,SRP166782
SRR8106460,SRP166782
SRR8106461,SRP166782
SRR8106462,SRP166782
SRR8106463,SRP166782
SRR8106464,SRP166782
SRR8106465,SRP166782
SRR8106466,SRP166782
SRR8106467,SRP166782
SRR8106468,SRP166782
SRR8106469,SRP166782
SRR8106470,SRP166782
SRR8106471,SRP166782
SRR8106472,SRP166782
SRR8106473,SRP166782
SRR8106474,SRP166782
SRR8106475,SRP166782
SRR8106476,SRP166782
SRR8106477,SRP166782
SRR8106478,SRP166782
SRR8106479,SRP166782
SRR8106480,SRP166782
SRR8106481,SRP166782
SRR8106482,SRP166782
SRR8106483,SRP166782
SRR8106484,SRP166782
SRR8106485,SRP166782
SRR8106486,SRP166782
SRR8106487,SRP166782
SRR8106488,SRP166782
SRR8106489,SRP166782
SRR8106490,SRP166782
SRR8106491,SRP166782
SRR8106492,SRP166782
SRR8106493,SRP166782
SRR8106494,SRP166782
SRR8106495,SRP166782
SRR8106496,SRP166782
SRR8106497,SRP166782
SRR8106498,SRP166782
SRR8106499,SRP166782
SRR8106500,SRP166782
SRR8106381,SRP166782
SRR8106382,SRP166782
SRR8106383,SRP166782
SRR8106384,SRP166782
SRR8106385,SRP166782
SRR8106386,SRP166782
SRR8106387,SRP166782
SRR8106388,SRP166782
SRR8106389,SRP166782
SRR8106390,SRP166782
SRR8106391,SRP166782
SRR8106392,SRP166782
SRR8106393,SRP166782
SRR8106394,SRP166782
SRR8106395,SRP166782
SRR8106396,SRP166782
SRR8106397,SRP166782
SRR8106398,SRP166782
SRR8106399,SRP166782
SRR8106400,SRP166782
SRR8106401,SRP166782
SRR8106402,SRP166782
SRR8106403,SRP166782
SRR8106404,SRP166782
SRR8106405,SRP166782
SRR8106406,SRP166782
SRR8106407,SRP166782
SRR8106408,SRP166782
SRR8106409,SRP166782
SRR8106410,SRP166782
SRR8106411,SRP166782
SRR8106412,SRP166782
SRR8106413,SRP166782
SRR8106414,SRP166782
SRR8106415,SRP166782
SRR8106416,SRP166782
SRR8106417,SRP166782
SRR8106418,SRP166782
SRR8106419,SRP166782
SRR8106420,SRP166782
SRR8106421,SRP166782
SRR8106422,SRP166782
SRR8106423,SRP166782
SRR8106424,SRP166782
SRR8106425,SRP166782
SRR8106426,SRP166782
SRR8106427,SRP166782
SRR8106428,SRP166782
SRR8106429,SRP166782
SRR8106430,SRP166782
SRR8106431,SRP166782
SRR8106432,SRP166782
SRR8106433,SRP166782
SRR8106434,SRP166782
SRR8106435,SRP166782
SRR8106436,SRP166782
SRR8106437,SRP166782
SRR8106438,SRP166782
SRR8106439,SRP166782
SRR8106440,SRP166782
SRR8106321,SRP166782
SRR8106322,SRP166782
SRR8106323,SRP166782
SRR8106325,SRP166782
SRR8106326,SRP166782
SRR8106324,SRP166782
SRR8106328,SRP166782
SRR8106327,SRP166782
SRR8106329,SRP166782
SRR8106330,SRP166782
SRR8106331,SRP166782
SRR8106332,SRP166782
SRR8106333,SRP166782
SRR8106335,SRP166782
SRR8106334,SRP166782
SRR8106336,SRP166782
SRR8106337,SRP166782
SRR8106338,SRP166782
SRR8106339,SRP166782
SRR8106340,SRP166782
SRR8106341,SRP166782
SRR8106342,SRP166782
SRR8106343,SRP166782
SRR8106344,SRP166782
SRR8106345,SRP166782
SRR8106346,SRP166782
SRR8106347,SRP166782
SRR8106348,SRP166782
SRR8106349,SRP166782
SRR8106350,SRP166782
SRR8106351,SRP166782
SRR8106352,SRP166782
SRR8106353,SRP166782
SRR8106354,SRP166782
SRR8106355,SRP166782
SRR8106356,SRP166782
SRR8106357,SRP166782
SRR8106358,SRP166782
SRR8106360,SRP166782
SRR8106361,SRP166782
SRR8106362,SRP166782
SRR8106363,SRP166782
SRR8106365,SRP166782
SRR8106366,SRP166782
SRR8106367,SRP166782
SRR8106368,SRP166782
SRR8106369,SRP166782
SRR8106370,SRP166782
SRR8106371,SRP166782
SRR8106372,SRP166782
SRR8106373,SRP166782
SRR8106374,SRP166782
SRR8106375,SRP166782
SRR8106376,SRP166782
SRR8106377,SRP166782
SRR8106378,SRP166782
SRR8106379,SRP166782
SRR8106380,SRP166782
SRR8106359,SRP166782
SRR8106364,SRP166782
SRR8106261,SRP166782
SRR8106262,SRP166782
SRR8106263,SRP166782
SRR8106264,SRP166782
SRR8106265,SRP166782
SRR8106266,SRP166782
SRR8106267,SRP166782
SRR8106268,SRP166782
SRR8106269,SRP166782
SRR8106270,SRP166782
SRR8106271,SRP166782
SRR8106272,SRP166782
SRR8106273,SRP166782
SRR8106274,SRP166782
SRR8106275,SRP166782
SRR8106276,SRP166782
SRR8106277,SRP166782
SRR8106278,SRP166782
SRR8106279,SRP166782
SRR8106281,SRP166782
SRR8106280,SRP166782
SRR8106282,SRP166782
SRR8106283,SRP166782
SRR8106284,SRP166782
SRR8106285,SRP166782
SRR8106286,SRP166782
SRR8106288,SRP166782
SRR8106287,SRP166782
SRR8106289,SRP166782
SRR8106290,SRP166782
SRR8106291,SRP166782
SRR8106292,SRP166782
SRR8106293,SRP166782
SRR8106294,SRP166782
SRR8106295,SRP166782
SRR8106296,SRP166782
SRR8106297,SRP166782
SRR8106298,SRP166782
SRR8106299,SRP166782
SRR8106300,SRP166782
SRR8106301,SRP166782
SRR8106302,SRP166782
SRR8106303,SRP166782
SRR8106304,SRP166782
SRR8106305,SRP166782
SRR8106306,SRP166782
SRR8106307,SRP166782
SRR8106308,SRP166782
SRR8106309,SRP166782
SRR8106310,SRP166782
SRR8106311,SRP166782
SRR8106312,SRP166782
SRR8106313,SRP166782
SRR8106314,SRP166782
SRR8106315,SRP166782
SRR8106316,SRP166782
SRR8106317,SRP166782
SRR8106318,SRP166782
SRR8106319,SRP166782
SRR8106320,SRP166782
SRR8106260,SRP166782
SRR1611969,SRP048902
SRR1611970,SRP048902
SRR1611971,SRP048902
SRR1611972,SRP048902
SRR1611973,SRP048902
SRR1611974,SRP048902
SRR10901452,SRP242109
SRR10901453,SRP242109
SRR10901454,SRP242109
SRR10901455,SRP242109
SRR10901456,SRP242109
SRR10901457,SRP242109
SRR10901458,SRP242109
SRR10899957,SRP242096
SRR10899958,SRP242096
SRR10899959,SRP242096
SRR10899960,SRP242096
SRR10434078,SRP229596
SRR10434079,SRP229596
SRR10434080,SRP229596
SRR10434081,SRP229596
SRR10434083,SRP229597
SRR10434084,SRP229597
SRR10434085,SRP229597
SRR10434086,SRP229597
SRR10434087,SRP229597
SRR10434088,SRP229597
SRR10017650,SRP219191
SRR10017651,SRP219191
SRR10017652,SRP219191
SRR10017647,SRP219191
SRR10017648,SRP219191
SRR10017649,SRP219191
SRR9032638,SRP197260
SRR9032639,SRP197260
SRR9032640,SRP197260
SRR9032641,SRP197260
SRR9032642,SRP197260
SRR9032643,SRP197260
SRR9032644,SRP197260
SRR9032645,SRP197260
SRR9032646,SRP197260
SRR9032647,SRP197260
SRR9032648,SRP197260
SRR9032649,SRP197260
SRR9032650,SRP197260
SRR9032651,SRP197260
SRR9032652,SRP197260
SRR9032653,SRP197260
SRR9032654,SRP197260
SRR9032655,SRP197260
SRR9032656,SRP197260
SRR9032657,SRP197260
SRR9032658,SRP197260
SRR9032659,SRP197260
SRR9032660,SRP197260
SRR9032661,SRP197260
SRR9032662,SRP197260
SRR9032663,SRP197260
SRR9032664,SRP197260
SRR9032665,SRP197260
SRR9032666,SRP197260
SRR9032667,SRP197260
SRR9032668,SRP197260
SRR9032669,SRP197260
SRR9032670,SRP197260
SRR9032671,SRP197260
SRR9032672,SRP197260
SRR9032673,SRP197260
SRR9032674,SRP197260
SRR9032675,SRP197260
SRR9032676,SRP197260
SRR9609653,SRP212225
SRR9609654,SRP212225
SRR9609431,SRP212216
SRR9609432,SRP212216
SRR9609433,SRP212216
SRR9609434,SRP212216
SRR9609435,SRP212216
SRR9609436,SRP212216
SRR9609437,SRP212216
SRR9609438,SRP212216
SRR9609439,SRP212216
SRR9685040,SRP214637
SRR10776672,SRP238919
SRR10776673,SRP238919
SRR10776674,SRP238919
SRR10776675,SRP238919
SRR10776676,SRP238919
SRR10776677,SRP238919
SRR10776678,SRP238919
SRR10776679,SRP238919
SRR10776680,SRP238919
SRR10767278,SRP238807
SRR10767279,SRP238807
SRR10767280,SRP238807
SRR10767281,SRP238807
SRR10767282,SRP238807
SRR10767283,SRP238807
SRR10767284,SRP238807
SRR10767285,SRP238807
SRR10767286,SRP238807
SRR10767287,SRP238807
SRR10767288,SRP238807
SRR10767289,SRP238807
SRR10767290,SRP238807
SRR10767291,SRP238807
SRR10767292,SRP238807
SRR10767293,SRP238807
SRR10767294,SRP238807
SRR10767295,SRP238807
SRR10321284,SRP226527
SRR10321285,SRP226527
SRR10321286,SRP226527
SRR10321287,SRP226527
SRR10321288,SRP226527
SRR10321289,SRP226527
SRR10321290,SRP226527
SRR10321291,SRP226527
SRR10321292,SRP226527
SRR10321293,SRP226527
SRR10321294,SRP226527
SRR10321295,SRP226527
SRR10321296,SRP226527
SRR10321297,SRP226527
SRR10321298,SRP226527
SRR10321299,SRP226527
SRR10747725,SRP238398
SRR10747726,SRP238398
SRR10747727,SRP238398
SRR10747728,SRP238398
SRR10747729,SRP238398
SRR10747730,SRP238398
SRR10747731,SRP238398
SRR10747732,SRP238398
SRR10747733,SRP238398
SRR10747734,SRP238398
SRR10747735,SRP238398
SRR10747736,SRP238398
SRR10741400,SRP238455
SRR10741401,SRP238455
SRR10741402,SRP238455
SRR10741403,SRP238455
SRR10741404,SRP238455
SRR10741405,SRP238455
SRR10741396,SRP238454
SRR10741398,SRP238454
SRR10741399,SRP238454
SRR10741397,SRP238454
SRR5683293,SRP109201
SRR5683292,SRP109201
SRR5683294,SRP109201
SRR5683295,SRP109201
SRR5683296,SRP109201
SRR5683297,SRP109201
SRR5683298,SRP109201
SRR5683299,SRP109201
SRR5683300,SRP109201
SRR5683301,SRP109201
SRR5683302,SRP109201
SRR5683304,SRP109201
SRR5683303,SRP109201
SRR5683305,SRP109201
SRR5683306,SRP109201
SRR5683307,SRP109201
SRR5683308,SRP109201
SRR5683309,SRP109201
SRR5683311,SRP109201
SRR5683313,SRP109201
SRR5683314,SRP109201
SRR5683315,SRP109201
SRR5683316,SRP109201
SRR5683317,SRP109201
SRR9697465,SRP215029
SRR9697466,SRP215029
SRR9697467,SRP215029
SRR9697468,SRP215029
SRR9697469,SRP215029
SRR9697470,SRP215029
SRR9824995,SRP216247
SRR9824996,SRP216247
SRR9824997,SRP216247
SRR9824998,SRP216247
SRR9824999,SRP216247
SRR9825000,SRP216247
SRR9825001,SRP216247
SRR9825002,SRP216247
SRR9825003,SRP216247
SRR9825004,SRP216247
SRR9825005,SRP216247
SRR9825006,SRP216247
SRR9825007,SRP216247
SRR9825008,SRP216247
SRR9825009,SRP216247
SRR9825010,SRP216247
SRR9825011,SRP216247
SRR9825012,SRP216247
SRR9825013,SRP216247
SRR9825014,SRP216247
SRR9825015,SRP216247
SRR9825016,SRP216247
SRR9825017,SRP216247
SRR9825018,SRP216247
SRR9825019,SRP216247
SRR9825020,SRP216247
SRR9825021,SRP216247
SRR9825022,SRP216247
SRR9825023,SRP216247
SRR9825024,SRP216247
SRR9825025,SRP216247
SRR9825026,SRP216247
SRR9825027,SRP216247
SRR9825028,SRP216247
SRR9825029,SRP216247
SRR9825030,SRP216247
SRR9825031,SRP216247
SRR9825032,SRP216247
SRR9825103,SRP216250
SRR9825104,SRP216250
SRR9825105,SRP216250
SRR9825106,SRP216250
SRR9825107,SRP216250
SRR9825108,SRP216250
SRR9825109,SRP216250
SRR9825110,SRP216250
SRR9825111,SRP216250
SRR9825112,SRP216250
SRR9825113,SRP216250
SRR9825114,SRP216250
SRR9825115,SRP216250
SRR9825116,SRP216250
SRR9825117,SRP216250
SRR9825118,SRP216250
SRR9825119,SRP216250
SRR9825120,SRP216250
SRR9825121,SRP216250
SRR9825122,SRP216250
SRR9825123,SRP216250
SRR9825124,SRP216250
SRR9825125,SRP216250
SRR9825126,SRP216250
SRR9825127,SRP216250
SRR9825128,SRP216250
SRR9825129,SRP216250
SRR9825130,SRP216250
SRR9825131,SRP216250
SRR9825132,SRP216250
SRR9825133,SRP216250
SRR9825134,SRP216250
SRR9825135,SRP216250
SRR9825136,SRP216250
SRR9825137,SRP216250
SRR9825138,SRP216250
SRR9825139,SRP216250
SRR12024248,SRP216250
SRR12024249,SRP216250
SRR12024250,SRP216250
SRR12024251,SRP216250
SRR12024252,SRP216250
SRR12024253,SRP216250
SRR12024254,SRP216250
SRR12024255,SRP216250
SRR12024256,SRP216250
SRR12024257,SRP216250
SRR8286591,SRP172753
SRR8286590,SRP172753
SRR8286593,SRP172753
SRR8286592,SRP172753
SRR8286594,SRP172753
SRR8286595,SRP172753
SRR8286596,SRP172753
SRR8286597,SRP172753
SRR8286598,SRP172753
SRR8286599,SRP172753
SRR8286600,SRP172753
SRR8286601,SRP172753
SRR8286602,SRP172753
SRR8286603,SRP172753
SRR8286604,SRP172753
SRR8286605,SRP172753
SRR10408933,SRP228815
SRR10408934,SRP228815
SRR10408935,SRP228815
SRR10408936,SRP228815
SRR10408937,SRP228815
SRR10408938,SRP228815
SRR10408939,SRP228815
SRR10408940,SRP228815
SRR10408941,SRP228815
SRR10408942,SRP228815
SRR10408943,SRP228815
SRR10408944,SRP228815
SRR10102797,SRP221437
SRR10102798,SRP221437
SRR10102799,SRP221437
SRR10102800,SRP221437
SRR10102801,SRP221437
SRR10102802,SRP221437
SRR10102803,SRP221437
SRR10102804,SRP221437
SRR10102805,SRP221437
SRR10102806,SRP221437
SRR10586524,SRP234691
SRR10586525,SRP234691
SRR10586526,SRP234691
SRR10586534,SRP234693
SRR10586535,SRP234693
SRR10586536,SRP234693
SRR10586537,SRP234693
SRR10586538,SRP234693
SRR10586539,SRP234693
SRR10586540,SRP234693
SRR10586541,SRP234693
SRR10586527,SRP234692
SRR10586528,SRP234692
SRR10586529,SRP234692
SRR10586530,SRP234692
SRR10586531,SRP234692
SRR10586532,SRP234692
SRR10586533,SRP234692
SRR7697065,SRP157997
SRR7723465,SRP157997
SRR7723466,SRP157997
SRR8503421,SRP182846
SRR8503422,SRP182846
SRR8503423,SRP182846
SRR8503424,SRP182846
SRR8503425,SRP182846
SRR8503426,SRP182846
SRR5060334,SRP094046
SRR5060335,SRP094046
SRR5060336,SRP094046
SRR5060337,SRP094046
SRR5060338,SRP094046
SRR5060339,SRP094046
SRR5060340,SRP094046
SRR5060341,SRP094046
SRR10126293,SRP221784
SRR10126292,SRP221784
SRR10126294,SRP221784
SRR10126295,SRP221784
SRR10126296,SRP221784
SRR10126297,SRP221784
SRR10126298,SRP221784
SRR10126299,SRP221784
SRR10126300,SRP221784
SRR10126301,SRP221784
SRR10126302,SRP221784
SRR10126303,SRP221784
SRR10126136,SRP221784
SRR10126137,SRP221784
SRR10126138,SRP221784
SRR10126139,SRP221784
SRR10126140,SRP221784
SRR10126141,SRP221784
SRR10126142,SRP221784
SRR10126143,SRP221784
SRR10126144,SRP221784
SRR10126145,SRP221784
SRR10126146,SRP221784
SRR10126147,SRP221784
SRR10126148,SRP221784
SRR10126149,SRP221784
SRR10126150,SRP221784
SRR10126151,SRP221784
SRR10126152,SRP221784
SRR10126153,SRP221784
SRR10126154,SRP221784
SRR10126155,SRP221784
SRR10126156,SRP221784
SRR10126157,SRP221784
SRR10126158,SRP221784
SRR10126159,SRP221784
SRR10126088,SRP221784
SRR10126089,SRP221784
SRR10126090,SRP221784
SRR10126091,SRP221784
SRR10126092,SRP221784
SRR10126093,SRP221784
SRR10126094,SRP221784
SRR10126095,SRP221784
SRR10126096,SRP221784
SRR10126097,SRP221784
SRR10126098,SRP221784
SRR10126099,SRP221784
SRR10126100,SRP221784
SRR10126101,SRP221784
SRR10126102,SRP221784
SRR10126103,SRP221784
SRR10126104,SRP221784
SRR10126105,SRP221784
SRR10126106,SRP221784
SRR10126107,SRP221784
SRR10126108,SRP221784
SRR10126109,SRP221784
SRR10126110,SRP221784
SRR10126111,SRP221784
SRR10126000,SRP221784
SRR10126001,SRP221784
SRR10126002,SRP221784
SRR10126003,SRP221784
SRR10126004,SRP221784
SRR10126005,SRP221784
SRR10126006,SRP221784
SRR10126007,SRP221784
SRR10126008,SRP221784
SRR10126009,SRP221784
SRR10126010,SRP221784
SRR10126011,SRP221784
SRR10126256,SRP221784
SRR10126257,SRP221784
SRR10126258,SRP221784
SRR10126259,SRP221784
SRR10126260,SRP221784
SRR10126261,SRP221784
SRR10126262,SRP221784
SRR10126263,SRP221784
SRR10126264,SRP221784
SRR10126265,SRP221784
SRR10126266,SRP221784
SRR10126267,SRP221784
SRR10126268,SRP221784
SRR10126269,SRP221784
SRR10126270,SRP221784
SRR10126271,SRP221784
SRR10126272,SRP221784
SRR10126273,SRP221784
SRR10126274,SRP221784
SRR10126275,SRP221784
SRR10126276,SRP221784
SRR10126277,SRP221784
SRR10126278,SRP221784
SRR10126279,SRP221784
SRR10126280,SRP221784
SRR10126281,SRP221784
SRR10126282,SRP221784
SRR10126283,SRP221784
SRR10126284,SRP221784
SRR10126285,SRP221784
SRR10126286,SRP221784
SRR10126287,SRP221784
SRR10126288,SRP221784
SRR10126289,SRP221784
SRR10126290,SRP221784
SRR10126291,SRP221784
SRR10126068,SRP221784
SRR10126069,SRP221784
SRR10126070,SRP221784
SRR10126071,SRP221784
SRR10126072,SRP221784
SRR10126073,SRP221784
SRR10126074,SRP221784
SRR10126075,SRP221784
SRR10126076,SRP221784
SRR10126077,SRP221784
SRR10126078,SRP221784
SRR10126079,SRP221784
SRR10126327,SRP221784
SRR10126328,SRP221784
SRR10126329,SRP221784
SRR10126330,SRP221784
SRR10126331,SRP221784
SRR10126333,SRP221784
SRR10126334,SRP221784
SRR10126335,SRP221784
SRR10126028,SRP221784
SRR10126029,SRP221784
SRR10126030,SRP221784
SRR10126031,SRP221784
SRR10126032,SRP221784
SRR10126033,SRP221784
SRR10126034,SRP221784
SRR10126035,SRP221784
SRR10126036,SRP221784
SRR10126037,SRP221784
SRR10126038,SRP221784
SRR10126039,SRP221784
SRR10126040,SRP221784
SRR10126041,SRP221784
SRR10126042,SRP221784
SRR10126043,SRP221784
SRR10126044,SRP221784
SRR10126045,SRP221784
SRR10126046,SRP221784
SRR10126047,SRP221784
SRR10126048,SRP221784
SRR10126049,SRP221784
SRR10126050,SRP221784
SRR10126051,SRP221784
SRR10126052,SRP221784
SRR10126053,SRP221784
SRR10126054,SRP221784
SRR10126055,SRP221784
SRR10126056,SRP221784
SRR10126057,SRP221784
SRR10126058,SRP221784
SRR10126059,SRP221784
SRR10126060,SRP221784
SRR10126061,SRP221784
SRR10126062,SRP221784
SRR10126063,SRP221784
SRR10126064,SRP221784
SRR10126065,SRP221784
SRR10126066,SRP221784
SRR10126067,SRP221784
SRR10125988,SRP221784
SRR10125989,SRP221784
SRR10125990,SRP221784
SRR10125991,SRP221784
SRR10125992,SRP221784
SRR10125993,SRP221784
SRR10125994,SRP221784
SRR10125995,SRP221784
SRR10125996,SRP221784
SRR10125997,SRP221784
SRR10125998,SRP221784
SRR10125999,SRP221784
SRR10126194,SRP221784
SRR10126195,SRP221784
SRR10126196,SRP221784
SRR10126197,SRP221784
SRR10126198,SRP221784
SRR10126199,SRP221784
SRR10126200,SRP221784
SRR10126201,SRP221784
SRR10126202,SRP221784
SRR10126203,SRP221784
SRR10126204,SRP221784
SRR10126205,SRP221784
SRR10126206,SRP221784
SRR10126207,SRP221784
SRR10126208,SRP221784
SRR10126209,SRP221784
SRR10126210,SRP221784
SRR10126211,SRP221784
SRR10126212,SRP221784
SRR10126213,SRP221784
SRR10126214,SRP221784
SRR10126215,SRP221784
SRR10126216,SRP221784
SRR10126217,SRP221784
SRR10126218,SRP221784
SRR10126219,SRP221784
SRR10126220,SRP221784
SRR10126222,SRP221784
SRR10126223,SRP221784
SRR10126224,SRP221784
SRR10126225,SRP221784
SRR10126226,SRP221784
SRR10126227,SRP221784
SRR10126228,SRP221784
SRR10126229,SRP221784
SRR10126230,SRP221784
SRR10126231,SRP221784
SRR10126304,SRP221784
SRR10126305,SRP221784
SRR10126306,SRP221784
SRR10126307,SRP221784
SRR10126308,SRP221784
SRR10126309,SRP221784
SRR10126310,SRP221784
SRR10126311,SRP221784
SRR10126312,SRP221784
SRR10126313,SRP221784
SRR10126314,SRP221784
SRR10126315,SRP221784
SRR10126316,SRP221784
SRR10126317,SRP221784
SRR10126318,SRP221784
SRR10126319,SRP221784
SRR10126320,SRP221784
SRR10126321,SRP221784
SRR10126322,SRP221784
SRR10126323,SRP221784
SRR10126324,SRP221784
SRR10126325,SRP221784
SRR10126326,SRP221784
SRR10126012,SRP221784
SRR10126013,SRP221784
SRR10126014,SRP221784
SRR10126015,SRP221784
SRR10126016,SRP221784
SRR10126017,SRP221784
SRR10126018,SRP221784
SRR10126019,SRP221784
SRR10126020,SRP221784
SRR10126021,SRP221784
SRR10126022,SRP221784
SRR10126023,SRP221784
SRR10126024,SRP221784
SRR10126025,SRP221784
SRR10126026,SRP221784
SRR10126027,SRP221784
SRR10126080,SRP221784
SRR10126081,SRP221784
SRR10126082,SRP221784
SRR10126083,SRP221784
SRR10126084,SRP221784
SRR10126085,SRP221784
SRR10126086,SRP221784
SRR10126087,SRP221784
SRR10126134,SRP221784
SRR10126135,SRP221784
SRR10126160,SRP221784
SRR10126161,SRP221784
SRR10126162,SRP221784
SRR10126163,SRP221784
SRR10126164,SRP221784
SRR10126165,SRP221784
SRR10126166,SRP221784
SRR10126167,SRP221784
SRR10126168,SRP221784
SRR10126169,SRP221784
SRR10126170,SRP221784
SRR10126171,SRP221784
SRR10126172,SRP221784
SRR10126173,SRP221784
SRR10126174,SRP221784
SRR10126175,SRP221784
SRR10126176,SRP221784
SRR10126177,SRP221784
SRR10126178,SRP221784
SRR10126179,SRP221784
SRR10126180,SRP221784
SRR10126181,SRP221784
SRR10126182,SRP221784
SRR10126183,SRP221784
SRR10126184,SRP221784
SRR10126185,SRP221784
SRR10126186,SRP221784
SRR10126187,SRP221784
SRR10126188,SRP221784
SRR10126189,SRP221784
SRR10126190,SRP221784
SRR10126191,SRP221784
SRR10126192,SRP221784
SRR10126193,SRP221784
SRR10125974,SRP221784
SRR10125975,SRP221784
SRR10125976,SRP221784
SRR10125977,SRP221784
SRR10125978,SRP221784
SRR10125979,SRP221784
SRR10125980,SRP221784
SRR10125981,SRP221784
SRR10125982,SRP221784
SRR10125983,SRP221784
SRR10125984,SRP221784
SRR10125985,SRP221784
SRR10125986,SRP221784
SRR10125987,SRP221784
SRR10126232,SRP221784
SRR10126233,SRP221784
SRR10126234,SRP221784
SRR10126235,SRP221784
SRR10126236,SRP221784
SRR10126237,SRP221784
SRR10126238,SRP221784
SRR10126239,SRP221784
SRR10126240,SRP221784
SRR10126241,SRP221784
SRR10126242,SRP221784
SRR10126243,SRP221784
SRR10126244,SRP221784
SRR10126245,SRP221784
SRR10126246,SRP221784
SRR10126247,SRP221784
SRR10126248,SRP221784
SRR10126249,SRP221784
SRR10126250,SRP221784
SRR10126251,SRP221784
SRR10126252,SRP221784
SRR10126253,SRP221784
SRR10126254,SRP221784
SRR10126255,SRP221784
SRR10126112,SRP221784
SRR10126113,SRP221784
SRR10126114,SRP221784
SRR10126115,SRP221784
SRR10126116,SRP221784
SRR10126117,SRP221784
SRR10126118,SRP221784
SRR10126119,SRP221784
SRR10126120,SRP221784
SRR10126121,SRP221784
SRR10126122,SRP221784
SRR10126123,SRP221784
SRR10126124,SRP221784
SRR10126125,SRP221784
SRR10126126,SRP221784
SRR10126127,SRP221784
SRR10126128,SRP221784
SRR10126129,SRP221784
SRR10126130,SRP221784
SRR10126131,SRP221784
SRR10126132,SRP221784
SRR10126133,SRP221784
SRR10125964,SRP221784
SRR10125965,SRP221784
SRR10125966,SRP221784
SRR10125967,SRP221784
SRR10125968,SRP221784
SRR10125969,SRP221784
SRR10125970,SRP221784
SRR10125971,SRP221784
SRR10125972,SRP221784
SRR10125973,SRP221784
SRR10060610,SRP220153
SRR10060611,SRP220153
SRR10060612,SRP220153
SRR10060613,SRP220153
SRR10060614,SRP220153
SRR10060615,SRP220153
SRR10060616,SRP220153
SRR10060617,SRP220153
SRR10060618,SRP220153
SRR10485755,SRP230399
SRR10485756,SRP230399
SRR10485757,SRP230399
SRR10485758,SRP230399
SRR10485759,SRP230399
SRR10485760,SRP230399
SRR10485761,SRP230399
SRR10485762,SRP230399
SRR10485763,SRP230399
SRR9189629,SRP200281
SRR9189631,SRP200281
SRR9189630,SRP200281
SRR9189632,SRP200281
SRR9189633,SRP200281
SRR9189634,SRP200281
SRR9189635,SRP200281
SRR9189636,SRP200281
SRR9189637,SRP200281
SRR9189638,SRP200281
SRR9189639,SRP200281
SRR9189640,SRP200281
SRR9844304,SRP216518
SRR9844305,SRP216518
SRR9844303,SRP216518
SRR9844307,SRP216518
SRR9844306,SRP216518
SRR9844308,SRP216518
SRR10182231,SRP223247
SRR10182232,SRP223247
SRR10182233,SRP223247
SRR10182234,SRP223247
SRR10182235,SRP223247
SRR10182236,SRP223247
SRR8749823,SRP188811
SRR8749824,SRP188811
SRR8749825,SRP188811
SRR8749826,SRP188811
SRR8749827,SRP188811
SRR8749828,SRP188811
SRR6201909,SRP120844
SRR6201910,SRP120844
SRR6201911,SRP120844
SRR6201912,SRP120844
SRR6201913,SRP120844
SRR6201914,SRP120844
SRR6201915,SRP120844
SRR6201916,SRP120844
SRR6201917,SRP120844
SRR6201919,SRP120844
SRR6201920,SRP120844
SRR6201918,SRP120844
SRR10312402,SRP226227
SRR10312403,SRP226227
SRR10312404,SRP226227
SRR10312405,SRP226227
SRR10312406,SRP226227
SRR10312407,SRP226227
SRR10312408,SRP226227
SRR10312409,SRP226227
SRR10312410,SRP226227
SRR10312411,SRP226227
SRR10312412,SRP226227
SRR10312413,SRP226227
SRR7664342,SRP156914
SRR7664343,SRP156914
SRR7664344,SRP156914
SRR7664345,SRP156914
SRR7659027,SRP156734
SRR7659030,SRP156734
SRR7659028,SRP156734
SRR7659029,SRP156734
SRR7659031,SRP156734
SRR7659032,SRP156734
SRR7659033,SRP156734
SRR7659034,SRP156734
SRR9320538,SRP201776
SRR9320539,SRP201776
SRR9320540,SRP201776
SRR10070605,SRP220428
SRR10070606,SRP220428
SRR10070607,SRP220428
SRR10070608,SRP220428
SRR10070609,SRP220428
SRR10070610,SRP220428
SRR10070611,SRP220428
SRR10070612,SRP220428
SRR10070613,SRP220428
SRR10070614,SRP220428
SRR10070615,SRP220428
SRR10070616,SRP220428
SRR10070617,SRP220428
SRR10070618,SRP220428
SRR10070619,SRP220428
SRR10070620,SRP220428
SRR10070621,SRP220428
SRR10070622,SRP220428
SRR10070623,SRP220428
SRR10070624,SRP220428
SRR10070625,SRP220428
SRR10070626,SRP220428
SRR10070627,SRP220428
SRR10070628,SRP220428
SRR10070629,SRP220428
SRR10070630,SRP220428
SRR10070631,SRP220428
SRR10070632,SRP220428
SRR10070569,SRP220428
SRR10070570,SRP220428
SRR10070571,SRP220428
SRR10070572,SRP220428
SRR10070573,SRP220428
SRR10070574,SRP220428
SRR10070575,SRP220428
SRR10070576,SRP220428
SRR10070577,SRP220428
SRR10070578,SRP220428
SRR10070579,SRP220428
SRR10070580,SRP220428
SRR10070581,SRP220428
SRR10070582,SRP220428
SRR10070583,SRP220428
SRR10070584,SRP220428
